id,type,repositoryid,idno,title,Category,abbreviation,authoring_entity,nation,year_start,year_end,link_da,published,created,changed,varcount,total_views,total_downloads,created_by,changed_by,formid,pub_2020_Q1,pub_2020_Q2,pub_2020_Q3,pub_2020_Q4,pub_2021_Q1,pub_2021_Q2,pub_2021_Q3,pub_2021_Q4,pub_2022_Q1,pub_2022_Q2,pub_date,pub_current,origin,collection,region,Camps / Shelter / NFI,Cash Assistance,Communications,Education,Energy & Environment,Food Security,Health & Nutrition,"Housing, Land & Property",Multi-Sector Assessment,Peace-building,Protection,Socioeconomics & Livelihoods,Water Sanitation Hygiene,subject_check
294,survey,SAO,UNHCR_ZWE_COVID19_v2.1,"COVID-19 Impact on Food Security, Livelihoods and Local Markets (Jul - Sep 2020)",COVID-19 Impact Assessment on Refugee Livelihoods,COVID19,UNHCR,Zimbabwe,2020,2021,,1,2021-02-19T20:14:03+01:00,2021-02-19T20:21:07+01:00,69,360,11,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,1,1,,,,,1,,3
295,survey,SAO,UNHCR_MWI_2020_CBI_PDM_v2.1,Dzaleka refugee camp - Post Distribution Monitoring for Cash-Based Intervention - 2020,Post-Distribution Monitoring of Cash-Based Interventions,PDM_CBI,UNHCR,Malawi,2020,2020,,1,2021-02-19T20:22:15+01:00,2021-02-23T20:06:04+01:00,148,553,11,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,1,,,,,,,,,,,,1
296,survey,EHA,UNHCR_KEN_2020_COVID_Panel_v2.1,Socio-economic impact of COVID-19 on refugees - Panel Study,Assessment of the Socio-economic impact of COVID-19,SEI_COVID,UNHCR,Kenya,2020,2021,,1,2021-02-26T14:10:14+01:00,2021-02-26T18:31:01+01:00,5645,6102,160,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,1,,1,,,,,2
297,survey,WA,UNHCR_CMR_2020_SEI_COVID19_v2.1,"Assessment on the socioeconomic impact of COVID-19 on refugees, IDPs and host communities - June 2020, Extreme North",Assessment of the Socio-economic impact of COVID-19,SEI_COVID,UNHCR,Cameroon,2020,2020,,1,2021-03-08T18:02:59+01:00,2021-04-12T16:20:39+02:00,143,456,14,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,1,,,,,1,,2
302,survey,EHA,UNHCR_KEN_2019_SES_Kakuma_v2.1,Socioeconomic Survey of Refugees in Kakuma 2019,Socioeconomic Survey,SES,"United Nations High Commissioner for Refugees, The World Bank",Kenya,2019,2019,,1,2021-03-12T15:29:45+01:00,2021-03-16T17:40:22+01:00,455,1288,36,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,1,,1
303,survey,EHA,UNHCR_UGA_2020_PDM_NFI_v1.0,"Post Distribution Monitoring of Non-Food Items - Menstrual Hygiene Management Kits, 2020",Post Distribution Monitoring of Non-Food Items,PDM_NFI,UNHCR,Uganda,2020,2020,,1,2021-03-26T12:04:15+01:00,2021-03-26T12:07:33+01:00,143,422,11,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,1,,,,,1
304,survey,MENA,UNHCR_LBN_2020_MEED_WAVE3_RON_v2.1,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 3 (RON) 2020",Monitoring of the Effects of Economic Deterioration on Refugee Households,MEED,UNHCR,Lebanon,2020,2020,,1,2021-04-09T11:27:25+02:00,2021-04-09T14:08:39+02:00,55,236,19,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,,1,,2
305,survey,MENA,UNHCR_LBN_2020_MEED_WAVE3_SYR_v2.1,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 3 (SYR) 2020",Monitoring of the Effects of Economic Deterioration on Refugee Households,MEED,UNHCR,Lebanon,2020,2020,,1,2021-04-09T11:32:56+02:00,2021-04-09T14:08:48+02:00,55,209,16,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,,1,,2
306,survey,SAO,UNHCR_AGO_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Angola,2019,2019,,1,2021-04-09T22:45:30+02:00,2021-04-09T22:45:30+02:00,98,372,12,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,1,,,,,,,,,1
307,survey,WA,UNHCR_BFA_2017_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2017",Energy Monitoring Framework Survey,EIS,UNHCR,Burkina Faso,2017,2017,,1,2021-04-09T22:45:37+02:00,2021-04-09T22:45:37+02:00,98,281,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
308,survey,ASIA,UNHCR_BGD_2018_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2018",Energy Monitoring Framework Survey,EIS,UNHCR,Bangladesh,2018,2018,,1,2021-04-09T22:45:45+02:00,2021-04-09T22:45:45+02:00,98,322,8,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Asia Pacific,Asia Pacific,,,,,1,,,,,,,,,1
309,survey,WA,UNHCR_CMR_2018_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2018",Energy Monitoring Framework Survey,EIS,UNHCR,Cameroon,2018,2018,,1,2021-04-09T22:45:53+02:00,2021-04-09T22:45:53+02:00,98,173,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
310,survey,WA,UNHCR_CMR_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Cameroon,2019,2019,,1,2021-04-09T22:46:00+02:00,2021-04-09T22:46:00+02:00,98,292,7,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
311,survey,EHA,UNHCR_ETH_2018_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2018",Energy Monitoring Framework Survey,EIS,UNHCR,Ethiopia,2018,2018,,1,2021-04-09T22:46:08+02:00,2021-04-09T22:46:08+02:00,98,292,7,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
312,survey,EHA,UNHCR_KEN_2018_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2018",Energy Monitoring Framework Survey,EIS,UNHCR,Kenya,2018,2018,,1,2021-04-09T22:46:15+02:00,2021-04-09T22:46:15+02:00,98,137,2,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
313,survey,EHA,UNHCR_KEN_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Kenya,2019,2019,,1,2021-04-09T22:46:22+02:00,2021-04-09T22:46:22+02:00,98,270,4,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
314,survey,MENA,UNHCR_MRT_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Mauritania,2019,2019,,1,2021-04-09T22:46:30+02:00,2021-04-09T22:46:30+02:00,98,258,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,1,,,,,,,,,1
315,survey,WA,UNHCR_NER_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Niger,2019,2019,,1,2021-04-09T22:46:37+02:00,2021-04-09T22:46:37+02:00,98,271,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
316,survey,EHA,UNHCR_RWA_2017_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2017",Energy Monitoring Framework Survey,EIS,UNHCR,Rwanda,2017,2017,,1,2021-04-09T22:46:45+02:00,2021-04-09T22:46:45+02:00,98,265,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
317,survey,EHA,UNHCR_SSD_2018_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2018",Energy Monitoring Framework Survey,EIS,UNHCR,South Sudan,2018,2018,,1,2021-04-09T22:46:52+02:00,2021-04-09T22:46:52+02:00,98,147,1,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
318,survey,EHA,UNHCR_SSD_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,South Sudan,2019,2019,,1,2021-04-09T22:47:00+02:00,2021-04-09T22:47:00+02:00,98,262,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
319,survey,WA,UNHCR_TCD_2017_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2017",Energy Monitoring Framework Survey,EIS,UNHCR,Chad,2017,2017,,1,2021-04-09T22:47:08+02:00,2021-04-09T22:47:08+02:00,98,172,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
320,survey,WA,UNHCR_TCD_2018_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2018",Energy Monitoring Framework Survey,EIS,UNHCR,Chad,2018,2018,,1,2021-04-09T22:47:15+02:00,2021-04-09T22:47:15+02:00,98,152,2,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
321,survey,WA,UNHCR_TCD_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Chad,2019,2019,,1,2021-04-09T22:47:22+02:00,2021-04-09T22:47:22+02:00,98,293,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,1,,,,,,,,,1
322,survey,EHA,UNHCR_TZA_2017_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2017",Energy Monitoring Framework Survey,EIS,UNHCR,Tanzania,2017,2017,,1,2021-04-09T22:47:30+02:00,2021-04-09T22:47:30+02:00,98,154,1,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
323,survey,EHA,UNHCR_TZA_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Tanzania,2019,2019,,1,2021-04-09T22:47:37+02:00,2021-04-09T22:47:37+02:00,98,287,8,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
324,survey,MENA,UNHCR_YEM_2019_EIS_data_v1.1,"Energy Monitoring Framework Survey, 2019",Energy Monitoring Framework Survey,EIS,UNHCR,Yemen,2019,2019,,1,2021-04-09T22:47:45+02:00,2021-04-09T22:47:45+02:00,98,298,13,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,1,,,,,,,,,1
325,survey,ASIA,UNHCR_AFG_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Afghanistan,2019,2019,,1,2021-04-10T15:27:32+02:00,2021-04-10T15:27:32+02:00,134,564,14,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,,,,,,1,,1
326,survey,SAO,UNHCR_AGO_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Angola,2019,2019,,1,2021-04-10T15:27:41+02:00,2021-04-10T15:27:41+02:00,134,396,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
327,survey,SA,UNHCR_ARG_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Argentina,2018,2018,,1,2021-04-10T15:27:50+02:00,2021-04-10T15:27:50+02:00,163,480,10,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
328,survey,WA,UNHCR_BFA_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Burkina Faso,2018,2018,,1,2021-04-10T15:27:58+02:00,2021-04-10T15:27:58+02:00,168,247,1,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
329,survey,WA,UNHCR_BFA_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Burkina Faso,2019,2019,,1,2021-04-10T15:28:08+02:00,2021-04-10T15:28:08+02:00,134,394,7,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
330,survey,SA,UNHCR_BRA_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Brazil,2019,2019,,1,2021-04-10T15:28:16+02:00,2021-04-10T15:28:16+02:00,134,375,10,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
331,survey,SA,UNHCR_CHL_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Chile,2019,2019,,1,2021-04-10T15:28:24+02:00,2021-04-10T15:28:24+02:00,134,387,4,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
332,survey,WA,UNHCR_CMR_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Cameroon,2018,2018,,1,2021-04-10T15:28:31+02:00,2021-04-10T15:28:31+02:00,163,215,1,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
333,survey,WA,UNHCR_CMR_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Cameroon,2019,2019,,1,2021-04-10T15:28:40+02:00,2021-04-10T15:28:40+02:00,134,347,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
334,survey,SAO,UNHCR_COD_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,"Congo, Dem. Rep.",2018,2018,,1,2021-04-10T15:28:49+02:00,2021-04-10T15:28:49+02:00,163,222,2,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
335,survey,SAO,UNHCR_COD_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,"Congo, Dem. Rep.",2019,2019,,1,2021-04-10T15:28:58+02:00,2021-04-10T15:28:58+02:00,134,355,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
336,survey,SAO,UNHCR_COG_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,"Congo, Rep.",2019,2019,,1,2021-04-10T15:29:06+02:00,2021-04-10T15:29:06+02:00,134,374,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
337,survey,SA,UNHCR_CRI_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Costa Rica,2018,2018,,1,2021-04-10T15:29:14+02:00,2021-04-10T15:29:14+02:00,163,231,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
338,survey,SA,UNHCR_CRI_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Costa Rica,2019,2019,,1,2021-04-10T15:29:23+02:00,2021-04-10T15:29:23+02:00,134,358,9,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
339,survey,EHA,UNHCR_DJI_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Djibouti,2018,2018,,1,2021-04-10T15:29:31+02:00,2021-04-10T15:29:31+02:00,163,417,6,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,1,,1
340,survey,EHA,UNHCR_ETH_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Ethiopia,2019,2019,,1,2021-04-10T15:29:40+02:00,2021-04-10T15:29:40+02:00,134,476,11,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,1,,1
341,survey,WA,UNHCR_GHA_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Ghana,2018,2018,,1,2021-04-10T15:29:48+02:00,2021-04-10T15:29:48+02:00,163,231,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
342,survey,WA,UNHCR_GHA_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Ghana,2019,2019,,1,2021-04-10T15:29:57+02:00,2021-04-10T15:29:57+02:00,134,353,7,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
343,survey,WA,UNHCR_GIN_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Guinea,2018,2018,,1,2021-04-10T15:30:05+02:00,2021-04-10T15:30:05+02:00,163,395,4,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,,,,,,1,,1
344,survey,MENA,UNHCR_JOR_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Jordan,2018,2018,,1,2021-04-10T15:30:14+02:00,2021-04-10T15:30:14+02:00,163,242,1,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,,,,1,,1
345,survey,MENA,UNHCR_JOR_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Jordan,2019,2019,,1,2021-04-10T15:30:23+02:00,2021-04-10T15:30:23+02:00,134,377,7,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,,,,1,,1
346,survey,EHA,UNHCR_KEN_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Kenya,2018,2018,,1,2021-04-10T15:30:31+02:00,2021-04-10T15:30:31+02:00,163,221,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,1,,1
347,survey,EHA,UNHCR_KEN_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Kenya,2019,2019,,1,2021-04-10T15:30:40+02:00,2021-04-10T15:30:40+02:00,134,351,8,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,1,,1
348,survey,MENA,UNHCR_MAR_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Morocco,2018,2018,,1,2021-04-10T15:30:49+02:00,2021-04-10T15:30:49+02:00,163,216,2,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,,,,1,,1
349,survey,MENA,UNHCR_MAR_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Morocco,2019,2019,,1,2021-04-10T15:30:57+02:00,2021-04-10T15:30:57+02:00,134,338,8,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,,,,1,,1
350,survey,SA,UNHCR_MEX_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Mexico,2018,2018,,1,2021-04-10T15:31:06+02:00,2021-04-10T15:31:06+02:00,163,419,9,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
351,survey,SAO,UNHCR_MOZ_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Mozambique,2018,2018,,1,2021-04-10T15:31:15+02:00,2021-04-10T15:31:15+02:00,163,240,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
352,survey,SAO,UNHCR_MOZ_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Mozambique,2019,2019,,1,2021-04-10T15:31:23+02:00,2021-04-10T15:31:23+02:00,134,371,9,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
353,survey,MENA,UNHCR_MRT_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Mauritania,2018,2018,,1,2021-04-10T15:31:31+02:00,2021-04-10T15:31:31+02:00,163,222,3,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,,,,1,,1
354,survey,MENA,UNHCR_MRT_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Mauritania,2019,2019,,1,2021-04-10T15:31:41+02:00,2021-04-10T15:31:41+02:00,134,363,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,,,,1,,1
355,survey,SAO,UNHCR_MWI_2018_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Malawi,2018,2018,,1,2021-04-10T15:31:49+02:00,2021-04-10T15:31:49+02:00,163,216,1,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
356,survey,SAO,UNHCR_MWI_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Malawi,2019,2019,,1,2021-04-10T15:31:57+02:00,2021-04-10T15:31:57+02:00,134,346,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
357,survey,SAO,UNHCR_NAM_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Namibia,2019,2019,,1,2021-04-10T15:32:05+02:00,2021-04-10T15:32:05+02:00,134,337,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,1,,1
358,survey,SA,UNHCR_PAN_2019_LIS_data_v1.1,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Livelihoods Programme Monitoring Beneficiary Survey,LIS,UNHCR,Panama,2019,2019,,1,2021-04-10T15:32:13+02:00,2021-04-10T15:32:13+02:00,134,375,5,59,59,2,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
